1.020196059588547968e+02,1.960533085720468638e-02
1.020535155721617997e+02,3.670703370787109510e-02
1.020868068336385761e+02,5.380322336547257306e-02
1.021194702120952371e+02,7.089400736343609566e-02
1.021514963649655954e+02,8.797949447613179208e-02
1.021828761404559600e+02,1.050597946884690020e-01
1.022136005796409108e+02,1.221350191655556083e-01
1.022436609185067766e+02,1.392052802224247599e-01
1.022730485899420785e+02,1.562706912938323089e-01
1.023017552256761036e+02,1.733313669041284255e-01
1.023297726581646145e+02,1.903874226372054834e-01
1.023570929224237176e+02,2.074389751065258691e-01
1.023837082578113495e+02,2.244861419252300871e-01
1.024096111097568951e+02,2.415290416763283821e-01
1.024347941314388919e+02,2.585677938829765155e-01
1.024592501854109514e+02,2.756025189788366969e-01
1.024829723451760941e+02,2.926333382785250570e-01
1.025059538967093715e+02,3.096603739481453843e-01
1.025281883399294145e+02,3.266837489759089608e-01
1.025496693901184244e+02,3.437035871428424927e-01
1.025703909792910622e+02,3.607200129935801969e-01
1.025903472575124908e+02,3.777331518072432059e-01
1.026095325941653442e+02,3.947431295684014629e-01
1.026279415791658920e+02,4.117500729381207147e-01
1.026455690241296139e+02,4.287541092250900521e-01
1.026624099634863398e+02,4.457553663568301072e-01
1.026784596555446001e+02,4.627539728509792449e-01
1.026937135835060104e+02,4.797500577866564142e-01
1.027081674564293223e+02,4.967437507758966087e-01
1.027218172101442804e+02,5.137351819351589910e-01
1.027346590081155426e+02,5.307244818569027967e-01
1.027466892422566929e+02,5.477117815812297952e-01
1.027579045336944006e+02,5.646972125675875365e-01
1.027683017334828861e+02,5.816809066665349359e-01
1.027778779232686617e+02,5.986629960915623716e-01
1.027866304159058188e+02,6.156436133909639619e-01
1.027945567560217057e+02,6.326228914197611353e-01
1.028016547205332500e+02,6.496009633116697213e-01
1.028079223191138709e+02,6.665779624511103396e-01
1.028133577946111075e+02,6.835540224452545388e-01
1.028179596234150495e+02,7.005292770961071280e-01
1.028217265157773568e+02,7.175038603726169306e-01
1.028246574160813935e+02,7.344779063828127397e-01
1.028267515030629937e+02,7.514515493459620332e-01
1.028280081899822704e+02,7.684249235647460097e-01
1.028284271247461987e+02,7.853981633974482790e-01
1.028280081899822704e+02,8.023714032301505483e-01
1.028267515030629937e+02,8.193447774489346358e-01
1.028246574160813935e+02,8.363184204120839293e-01
1.028217265157773568e+02,8.532924664222796274e-01
1.028179596234150495e+02,8.702670496987893189e-01
1.028133577946111075e+02,8.872423043496420192e-01
1.028079223191138709e+02,9.042183643437862184e-01
1.028016547205332643e+02,9.211953634832267257e-01
1.027945567560217057e+02,9.381734353751355338e-01
1.027866304159058188e+02,9.551527134039327072e-01
1.027778779232686617e+02,9.721333307033342974e-01
1.027683017334828861e+02,9.891154201283616221e-01
1.027579045336944148e+02,1.006099114227309244e+00
1.027466892422566929e+02,1.023084545213666985e+00
1.027346590081155426e+02,1.040071844937993539e+00
1.027218172101442804e+02,1.057061144859737567e+00
1.027081674564293081e+02,1.074052576018999838e+00
1.026937135835059962e+02,1.091046269008240088e+00
1.026784596555446001e+02,1.108042353943917258e+00
1.026624099634863398e+02,1.125040960438066451e+00
1.026455690241296139e+02,1.142042217569806617e+00
1.026279415791658920e+02,1.159046253856776065e+00
1.026095325941653442e+02,1.176053197226495151e+00
1.025903472575124908e+02,1.193063174987653241e+00
1.025703909792910480e+02,1.210076313801316195e+00
1.025496693901184102e+02,1.227092739652054121e+00
1.025281883399294145e+02,1.244112577818987653e+00
1.025059538967093715e+02,1.261135952846751174e+00
1.024829723451760941e+02,1.278162988516371446e+00
1.024592501854109514e+02,1.295193807816059861e+00
1.024347941314388919e+02,1.312228532911920098e+00
1.024096111097568809e+02,1.329267285118568287e+00
1.023837082578113353e+02,1.346310184869666360e+00
1.023570929224237318e+02,1.363357351688370578e+00
1.023297726581646145e+02,1.380408904157691019e+00
1.023017552256761036e+02,1.397464959890768244e+00
1.022730485899420785e+02,1.414525635501064249e+00
1.022436609185067766e+02,1.431591046572471715e+00
1.022136005796409108e+02,1.448661307629341088e+00
1.021828761404559600e+02,1.465736532106427736e+00
1.021514963649655954e+02,1.482816832318764932e+00
1.021194702120952371e+02,1.499902319431460462e+00
1.020868068336385761e+02,1.516993103429423950e+00
1.020535155721617997e+02,1.534089293087025352e+00
1.020196059588547968e+02,1.551190995937691941e+00
1.019850877113298679e+02,1.568298318243443790e+00
1.019499707313672445e+02,-4.697773942215207832e+00
1.019142651026079562e+02,-4.680655067451485074e+00
1.018779810881933372e+02,-4.663530262380469082e+00
1.018411291283518665e+02,-4.646399426131404553e+00
1.018037198379324764e+02,-4.629262459257967421e+00
1.017657640038852662e+02,-4.612119263768965638e+00
1.017272725826884709e+02,-4.594969743159066589e+00
1.016882566977227924e+02,-4.577813802439522739e+00
1.016487276365922270e+02,-4.560651348168910602e+00
1.016086968483921140e+02,-4.543482288483854603e+00
1.015681759409236378e+02,-4.526306533129736742e+00
1.015271766778558060e+02,-4.509123993491382265e+00
1.014857109758340954e+02,-4.491934582623707151e+00
1.014437909015362891e+02,-4.474738215282322962e+00
1.014014286686757060e+02,-4.457534807954083078e+00
1.013586366349514378e+02,-4.440324278887555209e+00
1.013154272989463607e+02,-4.423106548123423742e+00
1.012718132969725389e+02,-4.405881537524789948e+00
1.012278073998646732e+02,-4.388649170807369160e+00
1.011834225097212254e+02,-4.371409373569573376e+00
1.011386716565940986e+02,-4.354162073322454418e+00
1.010935679951265058e+02,-4.336907199519501432e+00
1.010481248011397781e+02,-4.319644683586277623e+00
1.010023554681690570e+02,-4.302374458949881131e+00
1.009562735039484096e+02,-4.285096461068201634e+00
1.009098925268455957e+02,-4.267810627458989536e+00
1.008632262622469113e+02,-4.250516897728670251e+00
1.008162885388924792e+02,-4.233215213600939109e+00
1.007690932851624694e+02,-4.215905518945081809e+00
1.007216545253145910e+02,-4.198587759804016883e+00
1.006739863756734792e+02,-4.181261884422047714e+00
1.006261030407724775e+02,-4.163927843272285934e+00
1.005780188094482099e+02,-4.146585589083749745e+00
1.005297480508887844e+02,-4.129235076868096321e+00
1.004813052106360090e+02,-4.111876263945986487e+00
1.004327048065424606e+02,-4.094509109973042627e+00
1.003839614246839034e+02,-4.077133576965398909e+00
1.003350897152280083e+02,-4.059749629324802989e+00
1.002861043882599716e+02,-4.042357233863261179e+00
1.002370202095658271e+02,-4.024956359827201346e+00
1.001878519963743770e+02,-4.007546978921123326e+00
1.001386146130585786e+02,-3.990129065330731084e+00
1.000893229667973259e+02,-3.972702595745501331e+00
1.000399920031984067e+02,-3.955267549380689918e+00
9.999063670188394326e+01,-3.937823907998730277e+00
9.994127207203905527e+01,-3.920371655930016352e+00
9.989191314792498133e+01,-3.902910780093034493e+00
9.984257498435772504e+01,-3.885441270013831438e+00
9.979327265215337661e+01,-3.867963117844783749e+00
9.974402123354134631e+01,-3.850476318382650920e+00
9.969483581754661827e+01,-3.832980869085885978e+00
9.964573149534254526e+01,-3.815476770091176917e+00
9.959672335557534950e+01,-3.797964024229201208e+00
9.954782647966163722e+01,-3.780442637039556963e+00
9.949905593706043305e+01,-3.762912616784860997e+00
9.945042678052136864e+01,-3.745373974463975131e+00
9.940195404131003443e+01,-3.727826723824349209e+00
9.935365272441259776e+01,-3.710270881373447072e+00
9.930553780372082429e+01,-3.692706466389231501e+00
9.925762421719944939e+01,-3.675133500929697039e+00
9.920992686203727828e+01,-3.657552009841407603e+00
9.916246058978401834e+01,-3.639962020767033568e+00
9.911524020147439273e+01,-3.622363564151848792e+00
9.906828044274119804e+01,-3.604756673249183585e+00
9.902159599891975006e+01,-3.587141384124791443e+00
9.897520149014466995e+01,-3.569517735660121982e+00
9.892911146644171083e+01,-3.551885769554474770e+00
9.888334040281628745e+01,-3.534245530326006968e+00
9.883790269434041420e+01,-3.516597065311586778e+00
9.879281265124066636e+01,-3.498940424665454962e+00
9.874808449398862820e+01,-3.481275661356699747e+00
9.870373234839644283e+01,-3.463602831165496276e+00
9.865977024071905532e+01,-3.445921992678122603e+00
9.861621209276587763e+01,-3.428233207280712680e+00
9.857307171702355220e+01,-3.410536539151741930e+00
9.853036281179244327e+01,-3.392832055253225398e+00
9.848809895633878853e+01,-3.375119825320612055e+00
9.844629360606499802e+01,-3.357399921851371705e+00
9.840496008770028880e+01,-3.339672420092241190e+00
9.836411159451415642e+01,-3.321937398025142762e+00
9.832376118155465861e+01,-3.304194936351742218e+00
9.828392176091433896e+01,-3.286445118476651217e+00
9.824460609702576619e+01,-3.268688030489255603e+00
